iter,t_s,s_m,n_m,mu_rad,vx_ms,vy_ms,r_rads,X_m,Y_m,psi_rad,Xf_m,Yf_m,d,delta_deg,delta_rad,solver_status,solver_error,solver_cost,pred_0_s,pred_0_n,pred_0_mu,pred_0_vx,pred_0_vy,pred_0_r,pred_0_X,pred_0_Y,pred_1_s,pred_1_n,pred_1_mu,pred_1_vx,pred_1_vy,pred_1_r,pred_1_X,pred_1_Y,pred_2_s,pred_2_n,pred_2_mu,pred_2_vx,pred_2_vy,pred_2_r,pred_2_X,pred_2_Y,pred_3_s,pred_3_n,pred_3_mu,pred_3_vx,pred_3_vy,pred_3_r,pred_3_X,pred_3_Y,pred_4_s,pred_4_n,pred_4_mu,pred_4_vx,pred_4_vy,pred_4_r,pred_4_X,pred_4_Y,pred_5_s,pred_5_n,pred_5_mu,pred_5_vx,pred_5_vy,pred_5_r,pred_5_X,pred_5_Y,pred_6_s,pred_6_n,pred_6_mu,pred_6_vx,pred_6_vy,pred_6_r,pred_6_X,pred_6_Y,pred_7_s,pred_7_n,pred_7_mu,pred_7_vx,pred_7_vy,pred_7_r,pred_7_X,pred_7_Y,pred_8_s,pred_8_n,pred_8_mu,pred_8_vx,pred_8_vy,pred_8_r,pred_8_X,pred_8_Y,pred_9_s,pred_9_n,pred_9_mu,pred_9_vx,pred_9_vy,pred_9_r,pred_9_X,pred_9_Y,pred_10_s,pred_10_n,pred_10_mu,pred_10_vx,pred_10_vy,pred_10_r,pred_10_X,pred_10_Y,pred_11_s,pred_11_n,pred_11_mu,pred_11_vx,pred_11_vy,pred_11_r,pred_11_X,pred_11_Y,pred_12_s,pred_12_n,pred_12_mu,pred_12_vx,pred_12_vy,pred_12_r,pred_12_X,pred_12_Y,pred_13_s,pred_13_n,pred_13_mu,pred_13_vx,pred_13_vy,pred_13_r,pred_13_X,pred_13_Y,pred_14_s,pred_14_n,pred_14_mu,pred_14_vx,pred_14_vy,pred_14_r,pred_14_X,pred_14_Y,pred_15_s,pred_15_n,pred_15_mu,pred_15_vx,pred_15_vy,pred_15_r,pred_15_X,pred_15_Y,pred_16_s,pred_16_n,pred_16_mu,pred_16_vx,pred_16_vy,pred_16_r,pred_16_X,pred_16_Y,pred_17_s,pred_17_n,pred_17_mu,pred_17_vx,pred_17_vy,pred_17_r,pred_17_X,pred_17_Y,pred_18_s,pred_18_n,pred_18_mu,pred_18_vx,pred_18_vy,pred_18_r,pred_18_X,pred_18_Y,pred_19_s,pred_19_n,pred_19_mu,pred_19_vx,pred_19_vy,pred_19_r,pred_19_X,pred_19_Y,pred_20_s,pred_20_n,pred_20_mu,pred_20_vx,pred_20_vy,pred_20_r,pred_20_X,pred_20_Y,pred_21_s,pred_21_n,pred_21_mu,pred_21_vx,pred_21_vy,pred_21_r,pred_21_X,pred_21_Y,pred_22_s,pred_22_n,pred_22_mu,pred_22_vx,pred_22_vy,pred_22_r,pred_22_X,pred_22_Y,pred_23_s,pred_23_n,pred_23_mu,pred_23_vx,pred_23_vy,pred_23_r,pred_23_X,pred_23_Y,pred_24_s,pred_24_n,pred_24_mu,pred_24_vx,pred_24_vy,pred_24_r,pred_24_X,pred_24_Y,pred_25_s,pred_25_n,pred_25_mu,pred_25_vx,pred_25_vy,pred_25_r,pred_25_X,pred_25_Y,pred_26_s,pred_26_n,pred_26_mu,pred_26_vx,pred_26_vy,pred_26_r,pred_26_X,pred_26_Y,pred_27_s,pred_27_n,pred_27_mu,pred_27_vx,pred_27_vy,pred_27_r,pred_27_X,pred_27_Y,pred_28_s,pred_28_n,pred_28_mu,pred_28_vx,pred_28_vy,pred_28_r,pred_28_X,pred_28_Y,pred_29_s,pred_29_n,pred_29_mu,pred_29_vx,pred_29_vy,pred_29_r,pred_29_X,pred_29_Y,pred_30_s,pred_30_n,pred_30_mu,pred_30_vx,pred_30_vy,pred_30_r,pred_30_X,pred_30_Y
0,0.02,1.089991,0.000664,0.013761,4.499709,-0.015508,0.411941,0.772113,0.735239,0.716424,0.891836,0.839489,0.0,-0.0044,-7.6e-05,0,0,0.039588,1.0,0.0,0.0,4.5,0.0,0.0,0.716311,0.686279,1.089991,0.000664,0.013765,4.499712,-0.015704,0.412769,0.772113,0.735239,1.178909,-0.003749,-0.125019,4.3291,1.360968,3.996564,0.849213,0.793874,1.26477,-0.01007,-0.160649,4.310616,1.383452,2.315443,0.926502,0.847741,1.348178,-0.016044,-0.231678,4.019492,1.115716,-4.541849,0.984452,0.884828,1.429753,-0.022153,-0.250348,4.059638,0.940063,-5.705912,1.059472,0.932443,1.513325,-0.031879,-0.256306,4.141289,0.813097,-5.461389,1.135108,0.973066,1.599853,-0.043913,-0.251793,4.231435,0.711226,-5.300301,1.210218,1.007399,1.689929,-0.05683,-0.242047,4.323926,0.661378,-5.453265,1.300104,1.04565,1.783972,-0.069227,-0.23035,4.417644,0.6762,-5.886234,1.386189,1.076906,1.882143,-0.079645,-0.218344,4.511732,0.765473,-6.564132,1.46748,1.102309,1.984079,-0.086457,-0.207299,4.603905,0.943769,-7.488949,1.557568,1.128056,2.088469,-0.087856,-0.199924,4.689409,1.23234,-8.695078,1.653801,1.151016,2.192775,-0.082105,-0.202915,4.759526,1.657439,-10.235825,1.742484,1.167323,2.293656,-0.068181,-0.228988,4.798959,2.240898,-12.136085,1.827172,1.178515,2.388402,-0.046817,-0.294578,4.781693,2.962072,-14.204941,1.912522,1.18311,2.476199,-0.021155,-0.394145,4.688715,3.630949,-14.65488,2.001324,1.175897,2.559995,0.000733,-0.456483,4.528435,3.423379,-8.954698,2.089955,1.147783,2.646053,0.005187,-0.33019,4.363597,1.196898,5.654303,2.15546,1.099114,2.733398,-0.005769,-0.119083,4.239779,-0.170837,1.155324,2.204947,1.030201,2.81533,-0.013999,-0.005145,4.180304,-0.441213,-5.599869,2.250363,0.955461,2.891309,-0.015578,0.03105,4.166051,-0.375343,-7.78053,2.288468,0.890143,2.963191,-0.01328,0.037478,4.158405,-0.282821,-8.055201,2.319623,0.835524,3.032287,-0.009286,0.033487,4.146369,-0.228945,-7.869331,2.350211,0.777978,3.099418,-0.004874,0.023877,4.129612,-0.199707,-7.734336,2.379053,0.717098,3.165135,-0.000807,0.00861,4.109261,-0.174904,-7.715053,2.405368,0.652883,3.229879,0.002342,-0.012819,4.085503,-0.144808,-7.75916,2.428529,0.585517,3.294043,0.004043,-0.040402,4.057743,-0.107072,-7.824154,2.443727,0.533153,3.357045,0.006206,-0.05677,4.087909,0.071624,-7.723768,2.461808,0.461354,3.417172,0.014349,-0.03469,4.252784,0.460103,-6.779518,2.480222,0.407288,3.474174,0.030859,0.012782,4.453517,0.720486,-5.148987,2.50561,0.353088
1,0.04,1.179732,0.002804,0.008609,4.491002,0.012345,1.145673,0.845074,0.798954,0.69227,0.967279,0.900282,0.0,2.1022,0.03669,0,0,0.009851,1.089991,0.000664,0.013761,4.499709,-0.015508,0.411941,0.772113,0.735239,1.179775,0.002337,0.005039,4.50489,-0.019786,0.772272,0.845368,0.798592,1.270516,0.00356,-0.009315,4.633067,0.153499,2.157849,0.918123,0.858492,1.360798,0.002142,-0.051612,4.488471,-0.026512,-2.383478,0.991595,0.912932,1.450504,-0.005207,-0.04146,4.500467,-0.020986,-3.603271,1.067432,0.958874,1.542046,-0.008131,-0.040139,4.577473,0.237218,-5.875118,1.139426,1.004466,1.635253,-0.01071,-0.044464,4.62616,0.102911,-3.96733,1.227012,1.056586,1.728959,-0.015164,-0.045732,4.641923,0.174294,-5.120222,1.3133,1.100334,1.82275,-0.01911,-0.062018,4.627198,0.270822,-5.574137,1.396807,1.13744,1.918589,-0.019309,-0.017317,4.768181,0.270907,-2.090182,1.476224,1.170733,2.014665,-0.020837,0.006454,4.656361,0.041493,-6.942678,1.568548,1.199782,2.10841,-0.030532,0.029562,4.517434,-0.892885,-4.470985,1.658022,1.209982,2.202309,-0.030814,0.031996,4.498943,0.741202,-12.629423,1.754169,1.219034,2.292648,-0.014751,-0.022808,4.493632,1.089574,-12.179497,1.833938,1.231515,2.376294,-0.007908,-0.03173,4.442714,0.214506,-3.582026,1.923959,1.2203,2.45851,-0.004086,0.065725,4.332937,0.234731,-5.772585,1.997444,1.196683,2.53816,-0.007805,0.092005,3.892142,-0.957985,-9.540469,2.063349,1.155742,2.623642,-0.014334,0.133804,4.092319,-0.672179,-9.171183,2.122083,1.10304,2.70904,0.001086,0.087154,4.454217,1.096649,-16.261377,2.191582,1.056128,2.79162,0.010534,-0.013323,4.236046,-0.356203,-7.193948,2.253678,0.993763,2.87823,0.006064,-0.005585,4.313062,-0.124844,-7.551069,2.299654,0.914214,2.966555,0.004147,0.000276,4.385682,-0.131815,-5.166912,2.335337,0.843058,3.05444,0.00383,0.00089,4.468506,0.136075,-5.613394,2.375071,0.751913,3.141494,0.006807,-0.01855,4.439086,0.301616,-6.721168,2.407209,0.671884,3.229881,0.006397,0.012937,4.496561,-0.293928,-0.596697,2.432446,0.586565,3.317924,0.002781,0.041526,4.434269,-0.170267,-3.232383,2.450775,0.497022,3.405029,-0.000929,0.017915,4.323673,-0.083657,-6.417942,2.461859,0.42326,3.492504,-0.003377,-0.018214,4.343171,0.065901,-6.767579,2.474402,0.329394,3.580691,-0.002612,-0.040685,4.402592,0.37688,-6.240275,2.486303,0.233988,3.669747,0.001333,-0.032419,4.446059,0.443562,-3.509089,2.496398,0.156745,3.760094,0.007158,-0.00473,4.532788,0.460455,-4.006803,2.506463,0.059024
2,0.06,1.269617,0.005899,0.013557,4.538211,0.087753,2.425306,0.916685,0.860337,0.67563,1.04056,0.959617,0.0,1.5518,0.027085,0,0,0.013433,1.179732,0.002804,0.008609,4.491002,0.012345,1.145673,0.845074,0.798954,1.270403,0.005306,0.006194,4.600039,0.144607,2.677801,0.91705,0.859868,1.361461,0.007679,-0.004796,4.593035,0.065013,0.531526,0.988298,0.917381,1.454117,0.014239,-0.043454,4.527806,0.68224,-4.694573,1.05629,0.974812,1.54509,0.0211,-0.068189,4.553627,0.777278,-5.751999,1.123429,1.028932,1.63616,0.023324,-0.035385,4.619422,0.111299,0.107945,1.209664,1.085867,1.728507,0.036363,-0.026274,4.676168,1.811033,-7.200397,1.289331,1.145947,1.820405,0.062348,-0.055735,4.603905,1.52534,-5.10752,1.363213,1.211649,1.908492,0.084175,-0.062176,4.562603,1.480687,-5.698802,1.439991,1.267668,1.991028,0.092238,-0.063506,4.37845,0.227674,-4.446876,1.522173,1.304088,2.066707,0.082912,-0.10681,4.151628,-0.02825,-10.625233,1.591197,1.312443,2.139973,0.059597,-0.175423,4.324865,-0.725307,-7.250262,1.675601,1.303646,2.21979,0.034042,-0.141574,4.43318,-0.414351,-7.586383,1.768147,1.28404,2.305795,0.017658,-0.096754,4.489497,-0.089662,-8.425289,1.851733,1.261909,2.396318,0.00846,0.01547,4.525273,-0.461694,-3.157064,1.941426,1.23205,2.487797,0.00459,0.042189,4.410775,-0.236473,-7.602927,2.024728,1.192857,2.580488,0.001051,0.083036,4.24115,-0.587826,-8.581225,2.100878,1.140084,2.67546,0.000291,0.108731,4.266499,-0.426584,-8.407033,2.17179,1.076129,2.767643,0.007088,0.146391,4.371149,-0.188657,-5.532326,2.242084,1.003789,2.859371,0.007376,0.116291,4.030563,-0.963954,-11.701577,2.292869,0.928289,2.951627,0.008518,0.057222,4.300508,-0.30756,-13.082192,2.339279,0.844948,3.044046,0.005313,-0.017625,4.354317,-0.273667,-3.294077,2.370141,0.768119,3.136553,0.001745,-0.019181,4.30418,-0.23126,-6.998267,2.402394,0.670322,3.229284,0.005045,-0.024556,4.387562,0.053841,-7.176623,2.43114,0.586215,3.32274,0.009967,-0.030345,4.428801,-0.037318,-5.548143,2.457799,0.49854,3.415384,0.003726,-0.04505,4.271845,-0.74924,-5.953866,2.469747,0.405518,3.508206,-0.006641,-0.048383,4.375679,-0.526754,-6.23433,2.473697,0.310038,3.602865,-0.011393,-0.057276,4.50528,-0.317777,-6.658903,2.479323,0.213963,3.695932,-0.008076,-0.030035,4.433817,0.158866,-2.1833,2.488158,0.136754,3.788973,-0.001841,-0.016595,4.428149,0.07309,-4.487567,2.497851,0.039242,3.881229,0.009097,0.00047,4.506588,0.217109,-4.933123,2.5084,-0.059133
3,0.08,1.358348,0.006581,-0.018596,4.453562,-0.035011,-1.313338,0.988952,0.916499,0.61905,1.118243,1.008615,0.0,-15.9989,-0.279233,0,0,0.02232,1.269617,0.005899,0.013557,4.538211,0.087753,2.425306,0.916685,0.860337,1.35851,0.006772,-0.015656,4.472702,-0.023504,-1.007104,0.988838,0.916652,1.44653,0.007973,-0.010302,4.308442,0.170363,2.787122,1.05988,0.969676,1.532254,0.010987,-0.001553,4.387474,0.185171,2.198678,1.128964,1.020467,1.621596,0.005408,0.020659,4.561448,-0.595326,6.612534,1.201584,1.060037,1.712675,-0.000256,0.063272,4.596579,-0.348434,0.343525,1.289586,1.104482,1.809262,-0.001679,-0.076788,4.672833,0.729866,-2.532072,1.373268,1.145673,1.906362,-0.008882,-0.001,4.517725,-0.47227,-0.648769,1.456761,1.174332,2.002453,-0.016756,-0.019515,4.577765,-0.198493,-2.016704,1.552378,1.199363,2.101137,-0.024284,-0.069171,4.819018,0.39317,-3.286816,1.657052,1.216154,2.200014,-0.017892,0.008874,4.857593,0.394615,-5.269573,1.740371,1.231501,2.296247,-0.023443,0.016602,4.332588,-1.076788,-10.978844,1.832838,1.222892,2.389452,-0.042221,0.038589,4.245166,-1.276494,-8.996924,1.925328,1.183994,2.481212,-0.056844,0.072748,4.393469,-0.81005,-9.481912,1.995481,1.138832,2.569043,-0.062312,0.11102,4.437415,-0.580512,-7.389974,2.052423,1.097126,2.65211,-0.062139,0.142212,4.360487,-0.457022,-9.36183,2.108676,1.050698,2.731506,-0.064116,0.162154,4.190582,-0.957166,-8.007787,2.15976,0.993288,2.809859,-0.061529,0.226259,4.373728,-0.578749,-7.499869,2.202758,0.940939,2.886838,-0.053656,0.236468,4.315802,-0.471275,-9.206764,2.247774,0.884635,2.96207,-0.037142,0.248426,4.441967,-0.015947,-8.948991,2.298106,0.825208,3.036022,-0.028573,0.199167,4.173212,-0.69426,-9.454739,2.33871,0.755458,3.110577,-0.024744,0.155763,4.242861,-0.249159,-10.651354,2.366121,0.694448,3.185354,-0.012657,0.112756,4.347941,0.293899,-10.0939,2.399273,0.632656,3.259062,0.018575,0.095447,4.607568,1.546539,-11.474367,2.448917,0.572107,3.333381,0.036607,0.026011,4.258833,-0.060502,-7.293624,2.483838,0.504165,3.409387,0.024885,-0.034518,4.051577,-0.79535,-8.811991,2.49061,0.409044,3.48706,0.008982,-0.058877,4.185845,-0.42576,-7.781484,2.486652,0.331032,3.56692,0.001557,-0.064173,4.261953,0.004212,-5.944574,2.48853,0.253639,3.648022,-0.000218,-0.053198,4.363007,0.292166,-3.537783,2.49354,0.176112,3.729956,0.00523,-0.024086,4.415606,0.308453,-4.643625,2.503299,0.098259,3.812748,0.015685,0.000726,4.495114,0.420407,-4.709281,2.515607,0.019696
4,0.1,1.446087,-7.2e-05,-0.028842,4.359591,-0.181569,-5.697045,1.06449,0.963082,0.581248,1.197169,1.050247,0.0,-10.6795,-0.186393,0,0,0.009706,1.358348,0.006581,-0.018596,4.453562,-0.035011,-1.313338,0.988952,0.916499,1.448036,0.000988,-0.010043,4.515815,-0.110356,-3.663981,1.063882,0.963952,1.538059,-0.002974,-0.080316,4.488732,0.44892,-10.530868,1.136604,1.008782,1.635292,0.005769,-0.081682,4.934997,0.998292,-4.385675,1.218613,1.070763,1.735422,0.011014,-0.096499,4.886414,0.855989,-6.233996,1.301123,1.123508,1.831232,0.00271,-0.133294,4.59709,-0.157764,-6.041714,1.387808,1.157318,1.923243,-0.007256,-0.076509,4.519666,0.339505,-0.937862,1.472003,1.182024,2.019275,-0.012112,-0.022452,4.565993,0.353326,-4.623466,1.56627,1.208205,2.120625,-0.00513,-0.023176,4.606248,1.20975,-11.297538,1.668655,1.237369,2.224225,0.013482,-0.084265,4.597021,1.807761,-11.723273,1.767917,1.263481,2.320018,0.021483,-0.111787,4.510693,0.580315,-5.894267,1.865978,1.263606,2.407969,0.020804,-0.060744,4.464339,0.700261,-6.663404,1.958173,1.239452,2.473591,0.007222,-0.027577,4.039066,-1.233822,-5.606281,2.014221,1.201174,2.520833,-0.015014,-0.017894,4.178581,-0.828302,-7.344819,2.048524,1.156649,2.579414,-0.028821,-0.007028,4.276465,-0.509824,-8.196369,2.082557,1.11649,2.659431,-0.037777,0.005909,4.279783,-0.518134,-7.225987,2.134981,1.059168,2.749824,-0.039487,0.059544,4.387413,-0.33164,-6.168838,2.187502,0.998269,2.84277,-0.036046,0.053015,4.374878,-0.106762,-8.117719,2.247755,0.918836,2.93625,-0.024463,0.041801,4.459113,0.283062,-8.014416,2.302529,0.844808,3.026709,-0.022069,-0.004072,4.238449,-0.52025,-7.13638,2.338413,0.773056,3.117705,-0.026004,-0.021101,4.35167,-0.371492,-8.654993,2.364932,0.694033,3.210109,-0.027213,-0.067449,4.455678,0.075536,-8.450039,2.395241,0.594897,3.300176,-0.018565,-0.059256,4.273031,0.720195,-2.377396,2.425891,0.510302,3.388901,-0.008102,-0.033829,4.299884,0.35988,-3.458625,2.451358,0.440351,3.476223,-0.009567,-0.032527,4.189191,-0.502159,-3.708851,2.465588,0.347391,3.563012,-0.014054,-0.00126,4.257158,-0.359715,-3.519658,2.472996,0.252087,3.651946,-0.014633,0.037233,4.338459,-0.319356,-3.363764,2.479157,0.175144,3.742224,-0.015081,0.031218,4.347076,-0.235841,-5.675723,2.483691,0.078073,3.833677,-0.009698,0.037351,4.454191,0.030504,-5.311323,2.490302,3.8e-05,3.926464,-0.001848,-0.006085,4.471518,0.331648,-8.428386,2.496226,-0.097994,4.019015,0.007726,-0.003121,4.531461,0.110865,-2.765168,2.499993,-0.196186
5,0.12,1.533076,-0.009604,-0.075736,4.365634,-0.06134,-6.485675,1.140232,1.003233,0.503336,1.279293,1.079806,0.0,-16.8112,-0.293411,0,0,0.027402,1.446087,-7.2e-05,-0.028842,4.359591,-0.181569,-5.697045,1.06449,0.963082,1.533257,-0.009477,-0.069759,4.383757,-0.059138,-5.686121,1.140163,1.003339,1.622838,-0.017868,-0.106059,4.561839,0.059921,-8.36925,1.213636,1.040123,1.715622,-0.030097,-0.124798,4.67505,-0.169673,-4.476303,1.303752,1.078217,1.809332,-0.047774,-0.146287,4.629863,-0.10055,-6.69157,1.392798,1.103919,1.904764,-0.05782,-0.121782,4.643442,0.293132,-3.930694,1.474545,1.12874,1.998862,-0.075248,-0.138123,4.336566,-0.65135,-8.774486,1.568588,1.143162,2.095118,-0.096586,-0.155221,4.447574,-0.243179,-8.841683,1.655321,1.142419,2.197827,-0.113904,-0.191627,4.443846,0.150178,-10.807864,1.743531,1.135541,2.305832,-0.122438,-0.195048,4.474947,0.592083,-10.209556,1.830666,1.123407,2.419435,-0.154655,-0.061295,4.01851,-2.441161,4.430625,1.906931,1.071444,2.525533,-0.151168,-0.173353,4.69696,1.435076,-0.859931,1.975274,1.041878,2.631542,-0.147651,-0.064658,3.960937,-0.024057,-9.125873,2.041434,0.996408,2.729391,-0.152407,-0.009851,3.956127,0.196628,-9.469265,2.091384,0.937432,2.821726,-0.158223,0.026513,3.698027,-0.590656,-6.801912,2.129782,0.876338,2.915969,-0.165212,0.053525,3.999681,-0.726336,-13.871285,2.163837,0.806299,3.010434,-0.165233,0.003701,4.197264,-0.107238,-13.902483,2.20052,0.731248,3.101987,-0.152813,-0.049861,4.249725,0.544805,-12.110414,2.24521,0.652235,3.188814,-0.147465,-0.103524,4.117001,0.101199,-7.810844,2.274847,0.57833,3.274057,-0.142087,-0.083908,4.203124,0.429407,-7.814935,2.297467,0.515951,3.357601,-0.127654,-0.079865,4.270011,0.792366,-8.059715,2.330466,0.435509,3.438867,-0.101044,-0.095967,4.501602,1.107707,-9.085193,2.369446,0.370307,3.517613,-0.067475,-0.120317,4.503263,1.642312,-5.072747,2.413334,0.302485,3.597065,-0.043568,-0.148087,4.163957,0.376891,-6.574453,2.445519,0.230249,3.67854,-0.024525,-0.145819,4.244907,0.620883,-6.793902,2.47173,0.135912,3.759313,0.00012,-0.156763,4.309017,0.845871,-7.058567,2.499427,0.058885,3.840987,0.006406,-0.182256,4.066684,-0.504517,-5.797068,2.506329,-0.01971,3.926045,0.004412,-0.130799,4.199461,-0.476082,-3.906307,2.50248,-0.098265,4.010099,0.006302,-0.108291,4.260888,-0.237045,-3.554084,2.500041,-0.1766,4.0908,0.022657,-0.024099,4.487808,0.064434,-3.053719,2.507406,-0.275304,4.173382,0.033264,-0.003047,4.464692,-0.550633,-2.173931,2.507949,-0.353709
6,0.14,1.62075,-0.015416,-0.090168,4.411633,0.258239,-5.260501,1.212366,1.042221,0.454052,1.355031,1.111851,0.0,6.2096,0.108378,0,0,0.015971,1.533076,-0.009604,-0.075736,4.365634,-0.06134,-6.485675,1.140232,1.003233,1.620945,-0.015799,-0.094442,4.428385,0.239767,-5.718154,1.212564,1.041893,1.715187,-0.010238,-0.004018,4.819352,0.658805,1.232613,1.294325,1.095696,1.80854,-0.012605,0.004821,4.411418,-0.443196,-4.384481,1.377897,1.135776,1.898379,-0.018826,0.039999,4.491526,-0.336734,-4.655967,1.460374,1.165068,1.990606,-0.02762,0.006004,4.561613,-0.386312,-10.350277,1.555389,1.188924,2.087499,-0.033325,0.026324,4.720324,-0.311239,-4.932435,1.644304,1.204714,2.185009,-0.025477,-0.025691,4.687598,1.541821,-17.716583,1.727014,1.223173,2.281351,0.00017,-0.039074,4.692887,1.26548,-4.679331,1.822439,1.247703,2.366811,0.009531,0.006222,4.194184,0.018592,-6.393106,1.916282,1.240564,2.44947,0.018129,0.112658,4.374396,0.311563,-6.555712,1.994797,1.22223,2.521586,0.013292,0.040174,3.714484,-0.919294,-15.448591,2.063752,1.180509,2.597699,0.001467,-0.007899,3.967164,-0.372149,-13.71241,2.111745,1.132172,2.681124,-0.006486,-0.006434,4.121896,-0.486459,-6.850008,2.166885,1.07145,2.767649,-0.021364,0.017701,4.039018,-0.846224,-5.403616,2.219114,0.986999,2.85563,-0.035314,0.026043,4.025788,-0.63974,-7.608153,2.248379,0.919217,2.945308,-0.040907,0.032143,4.136572,-0.30972,-7.396984,2.287799,0.837497,3.035509,-0.050057,0.029361,4.055323,-0.781633,-4.418098,2.318782,0.747431,3.12538,-0.055672,0.045574,4.143075,-0.414628,-5.761374,2.342419,0.668519,3.216886,-0.055163,0.062327,4.234485,-0.235482,-5.573759,2.368314,0.587404,3.30901,-0.048886,0.077744,4.316869,-0.049148,-5.330408,2.396316,0.50362,3.399949,-0.040772,0.069335,4.368261,0.115389,-5.34523,2.422633,0.416273,3.488897,-0.025655,0.1015,4.498744,0.298491,-4.188836,2.45232,0.326442,3.576992,-0.005875,0.130468,4.55869,0.424447,-3.968624,2.481134,0.2529,3.664471,0.018042,0.157451,4.619957,0.512419,-4.024601,2.513077,0.157734,3.752038,0.021243,0.121821,4.167106,-1.263271,-6.988482,2.520001,0.079073,3.840054,0.01189,0.074454,4.304721,-0.723533,-6.881935,2.511812,-0.019774,3.930393,0.006385,0.036849,4.401569,-0.46212,-7.097924,2.504452,-0.09835,4.020894,0.006088,0.020783,4.423714,-0.058943,-5.021223,2.498361,-0.19605,4.110399,0.006551,0.003356,4.460757,-0.078468,-5.294615,2.489171,-0.29262,4.200164,0.008459,-0.007652,4.542377,0.049683,-6.292715,2.480569,-0.368887
7,0.16,1.710395,-0.017093,-0.084677,4.483055,0.417448,-5.124855,1.297579,1.089663,0.40995,1.443175,1.152935,0.0,2.8383,0.049538,0,0,0.013785,1.62075,-0.015416,-0.090168,4.411633,0.258239,-5.260501,1.212366,1.042221,1.710422,-0.017095,-0.084786,4.485047,0.416569,-5.155062,1.29758,1.089661,1.799974,-0.026925,-0.084957,4.456315,-0.172331,-1.494037,1.367805,1.115004,1.890381,-0.039293,-0.049874,4.45707,-0.224658,-4.42117,1.467812,1.146,1.982615,-0.049757,-0.044042,4.454637,-0.108901,-6.443608,1.546828,1.16315,2.077896,-0.053507,-0.018581,4.513772,0.131268,-6.771663,1.633921,1.182104,2.173155,-0.063725,-0.011225,4.31862,-0.730632,-7.542317,1.729094,1.184981,2.269274,-0.070318,0.077497,4.364369,-0.230095,-4.677885,1.803321,1.178518,2.364849,-0.065508,0.125437,4.192306,0.139514,-10.540245,1.896014,1.168313,2.461594,-0.051749,0.084128,4.495875,0.334413,-18.575649,1.976829,1.153709,2.559553,-0.048254,0.011587,4.631846,-0.343293,-8.029376,2.060792,1.108422,2.659894,-0.056092,0.070713,4.292106,-1.156758,-8.652714,2.121986,1.046261,2.757738,-0.058752,0.086542,4.419948,-0.23784,-13.057919,2.180701,0.975774,2.849507,-0.058433,0.045222,4.229655,-0.669054,-10.584814,2.228656,0.907158,2.939772,-0.060385,0.017155,4.338732,-0.176985,-11.340545,2.270352,0.828837,3.029113,-0.052584,-0.022732,4.421359,0.45045,-10.55313,2.310251,0.761307,3.115923,-0.051116,-0.051158,4.166652,-0.510317,-8.588775,2.341223,0.685756,3.201286,-0.056766,-0.041041,4.250126,-0.072952,-6.129675,2.361972,0.603543,3.287722,-0.054105,-0.018717,4.333054,0.149839,-6.079996,2.387134,0.519797,3.37441,-0.044618,-0.001631,4.399884,0.405915,-5.867612,2.415467,0.433626,3.461745,-0.036451,-0.055211,4.329763,0.508177,-8.402997,2.436175,0.362104,3.548732,-0.023778,-0.082931,4.372168,0.781846,-6.875419,2.461263,0.27012,3.64036,-0.015408,-4e-05,4.533813,-0.271786,2.763034,2.478383,0.175092,3.732141,-0.005965,0.084081,4.619488,0.273204,-5.901441,2.492111,0.097863,3.821603,-0.000401,0.053482,4.473117,-0.448826,-4.057617,2.499599,2e-06,3.910277,-0.002105,0.029642,4.43463,-0.370575,-6.491916,2.496662,-0.078414,3.997759,-0.004958,-0.024342,4.372322,-0.234029,-6.922085,2.488813,-0.175754,4.083807,-0.003046,-0.040542,4.417323,0.123884,-5.440531,2.483952,-0.253156,4.170797,0.004391,-0.033159,4.512428,0.308271,-4.98296,2.479401,-0.349395,4.259601,0.008196,-0.012416,4.547408,-0.160194,-1.559318,2.467364,-0.443426,4.347901,0.010557,-0.001844,4.497049,0.247358,-3.935369,2.454274,-0.516818
